set1_id,DataVizRoles_collapsed,JobTitle_cleaned__,YearsDataVizExperience_buckets,OrgSector_,OrgSector_Public,OrgSector_Private,OrgSector_Nonprofit,OrgSector_Academia,OrgSector_Other__,TimeWorked,TimeDataPrep,TimeDataAnalysis,TimeIdeating,TimeProducingViz,TimeManagingDataViz,TimeOtherVizTasks,OtherVizTasks__
VMwc,Employee,[^not answered],1-5,1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],31–40 hours,5 hours or less,5 hours or less,5 hours or less,5 hours or less,None,None,[^not chosen]
nDml,Freelance,Principal Consultant,21-25,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,5 hours or less,5 hours or less,None,5 hours or less,5 hours or less,None,[^not chosen]
nSZf,Employee,Library Data Coordinator,1-5,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,5 hours or less,5 hours or less,5 hours or less,None,None,[^not chosen]
TiWL,Employee,Research Associate,Less than 1 year,3,x,[^not chosen],x,x,[^not chosen],31–40 hours,11–20 hours,5 hours or less,5 hours or less,6–10 hours,None,None,[^not chosen]
ztRX,Employee,Epidemiologist,1-5,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],31–40 hours,5 hours or less,5 hours or less,None,None,None,None,[^not chosen]
BqVn,Employee,Senior Associate,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,5 hours or less,5 hours or less,None,5 hours or less,None,None,[^not chosen]
fpST,Employee,Public Health Analyst,Less than 1 year,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,5 hours or less,None,None,5 hours or less,5 hours or less,Education - Figuring out best practices and technical skills
fMoq,FreelanceAND,[^not answered],6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],21–30 hours,5 hours or less,5 hours or less,None,5 hours or less,None,11–20 hours,Teaching dataviz through courses and workshops; CEO-level admin tasks
fSFo,Employee,Manager - Data Science & Analytics,6-10,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],41–50 hours,11–20 hours,5 hours or less,5 hours or less,6–10 hours,None,[^not chosen],[^not chosen]
eztD,Employee,"Associate editor, data visualization",6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,5 hours or less,5 hours or less,6–10 hours,11–20 hours,[^not chosen],[^not chosen]
iADg,Employee,web analytics associate,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,5 hours or less,None,6–10 hours,5 hours or less,[^not chosen],[^not chosen]
Lyxa,EmployeeANDFreelance,Data Visualization Editor,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,11–20 hours,5 hours or less,5 hours or less,6–10 hours,6–10 hours,[^not chosen],[^not chosen]
TzvG,Employee,Data Reporter,1-5,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],31–40 hours,21–30 hours,5 hours or less,5 hours or less,6–10 hours,None,[^not chosen],[^not chosen]
LAnY,Employee,Analytics Manager,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,5 hours or less,5 hours or less,5 hours or less,5 hours or less,None,[^not chosen]
glRd,Employee,Business Intelligence Developer,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,5 hours or less,None,5 hours or less,None,None,[^not chosen]
cgqM,Academic,Research Scientist,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],41–50 hours,[^not chosen],5 hours or less,6–10 hours,5 hours or less,5 hours or less,[^not chosen],[^not chosen]
dzuM,Employee,Director,1-5,1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],31–40 hours,5 hours or less,5 hours or less,5 hours or less,6–10 hours,5 hours or less,5 hours or less,Creating data collection questionnaires
Fuhd,Employee,Associate Director,1-5,2,[^not chosen],[^not chosen],x,x,[^not chosen],31–40 hours,11–20 hours,5 hours or less,5 hours or less,11–20 hours,None,None,[^not chosen]
NRPE,Freelance,[^not answered],1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],21–30 hours,5 hours or less,5 hours or less,5 hours or less,6–10 hours,None,[^not chosen],[^not chosen]
vnDw,Freelance,Consultant,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,5 hours or less,5 hours or less,None,None,More than 30 hours,None,[^not chosen]
OSwO,Academic,Assistant Professor,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,5 hours or less,5 hours or less,6–10 hours,5 hours or less,6–10 hours,6–10 hours,Producing activities for learners
wwVl,EmployeeAND,"Sr. Manager, Data, Analytics & Insights; Adjunct Lecturer",6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],20 hours or less,5 hours or less,5 hours or less,5 hours or less,5 hours or less,None,None,[^not chosen]
VBRf,Employee,Data visualzation and information design lead,1-5,2,x,x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,None,5 hours or less,11–20 hours,21–30 hours,5 hours or less,None,[^not chosen]
hhBk,EmployeeAND,Data Fluency Lead,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,None,5 hours or less,None,5 hours or less,11–20 hours,5 hours or less,[^not answered]
Xmyv,EmployeeAND,"Lecturer, Bureau chief",11-15,1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],21–30 hours,5 hours or less,5 hours or less,5 hours or less,5 hours or less,5 hours or less,[^not chosen],[^not chosen]
HNxA,Freelance,Data Analyst,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,5 hours or less,5 hours or less,5 hours or less,5 hours or less,5 hours or less,5 hours or less,[^not answered]
QLkr,Employee,Editor Special Projects,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],21–30 hours,5 hours or less,5 hours or less,5 hours or less,5 hours or less,5 hours or less,5 hours or less,"It include content management, social promotion"
xGcp,Freelance,Graphic Designer,More than 30,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],41–50 hours,6–10 hours,5 hours or less,11–20 hours,11–20 hours,5 hours or less,None,[^not chosen]
oQZL,Employee,Principal Engineer,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,5 hours or less,5 hours or less,5 hours or less,6–10 hours,5 hours or less,Other engineering tasks.
vLKO,Employee,Senior Data Analyst,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,5 hours or less,5 hours or less,None,5 hours or less,None,[^not chosen],[^not chosen]
BaLp,Freelance,Art Director and Information Designer,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,5 hours or less,5 hours or less,6–10 hours,11–20 hours,[^not chosen],[^not chosen],[^not chosen]
GugJ,Employee,Research Staff,16-20,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],51–60 hours,5 hours or less,5 hours or less,None,5 hours or less,None,None,[^not chosen]
MeTN,Employee,Program Manager,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,5 hours or less,11–20 hours,6–10 hours,11–20 hours,11–20 hours,project management; survey writing
GAzb,Employee,Artificial Intelligence Technology Utilization Specialist,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,5 hours or less,5 hours or less,5 hours or less,5 hours or less,[^not chosen],[^not chosen]
jtZG,Employee,Business Analyst,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],21–30 hours,5 hours or less,5 hours or less,5 hours or less,5 hours or less,None,None,[^not chosen]
XemT,FreelanceAND,[^not answered],1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],20 hours or less,11–20 hours,5 hours or less,5 hours or less,6–10 hours,None,None,[^not chosen]
Cwpi,Academic,Researcher,11-15,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],41–50 hours,11–20 hours,5 hours or less,[^not chosen],6–10 hours,[^not chosen],[^not chosen],[^not chosen]
qYWe,Freelance,Information Designer,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],21–30 hours,5 hours or less,5 hours or less,6–10 hours,11–20 hours,5 hours or less,None,[^not chosen]
UkDU,Employee,CEO; Co-Founder,More than 30,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,5 hours or less,5 hours or less,11–20 hours,5 hours or less,None,[^not chosen]
NIkT,Employee,Software Developer,1-5,3,x,x,[^not chosen],x,[^not chosen],31–40 hours,5 hours or less,5 hours or less,5 hours or less,21–30 hours,[^not chosen],5 hours or less,[^not answered]
ncJh,Freelance,Research and Editorial Manager,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,5 hours or less,5 hours or less,6–10 hours,None,5 hours or less,[^not chosen],[^not chosen]
Etii,Academic,Post Doctoral Researcher,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,5 hours or less,5 hours or less,5 hours or less,5 hours or less,None,None,[^not chosen]
ipzq,Student,Student,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,5 hours or less,5 hours or less,6–10 hours,6–10 hours,5 hours or less,[^not chosen],[^not chosen]
zpvT,Employee,Project Manager,1-5,1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],31–40 hours,5 hours or less,5 hours or less,None,5 hours or less,5 hours or less,None,[^not chosen]
JIyw,Employee,Digital Designer,11-15,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Public Broadcasting,31–40 hours,None,5 hours or less,11–20 hours,11–20 hours,6–10 hours,None,[^not chosen]
lfFk,Employee,Analytics Consultant,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not answered],5 hours or less,5 hours or less,5 hours or less,6–10 hours,5 hours or less,[^not chosen],[^not chosen]
FgHh,Employee,Senior UX Designer,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,5 hours or less,5 hours or less,6–10 hours,11–20 hours,5 hours or less,None,[^not chosen]
qMyC,Employee,Data Architect,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,11–20 hours,5 hours or less,None,5 hours or less,6–10 hours,6–10 hours,Managing & meetings on non-visualisation topics
FTUj,Employee,Head of Recruitment,1-5,2,[^not chosen],x,x,[^not chosen],[^not chosen],41–50 hours,5 hours or less,5 hours or less,None,5 hours or less,11–20 hours,11–20 hours,Recruitment activities; reviewing dashboards for applications; attending job fair; identifying opportunities for consultants
tlph,Student,[^not answered],Less than 1 year,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[^not answered],5 hours or less,5 hours or less,5 hours or less,6–10 hours,[^not chosen],[^not chosen],[^not chosen]
ILlJ,EmployeeAND,Technical Writer,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,5 hours or less,5 hours or less,None,None,[^not chosen],[^not chosen]
ATyM,Employee,Data visualisation editor,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,5 hours or less,11–20 hours,5 hours or less,More than 30 hours,None,[^not chosen]
szBP,Employee,Design Director,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,None,5 hours or less,5 hours or less,6–10 hours,5 hours or less,None,[^not chosen]
oSie,EmployeeANDFreelance,Infographics Designer,16-20,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,5 hours or less,5 hours or less,6–10 hours,None,6–10 hours,[^not answered]
KOeM,Employee,Senior Analytics Architect Manager,11-15,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,5 hours or less,6–10 hours,6–10 hours,21–30 hours,None,[^not chosen]
xXOK,Employee,Business Intelligence Specialist,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,11–20 hours,5 hours or less,5 hours or less,6–10 hours,5 hours or less,5 hours or less,Documentation; workload management; meetings
oPkU,Employee,ML Visualization Developer,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],51–60 hours,5 hours or less,5 hours or less,6–10 hours,6–10 hours,11–20 hours,6–10 hours,Stakeholders Meetings; Video Recordings; Documentation
dqbI,EmployeeAND,Director of Research and Strategy,11-15,2,x,[^not chosen],x,[^not chosen],[^not chosen],41–50 hours,5 hours or less,5 hours or less,6–10 hours,6–10 hours,5 hours or less,[^not chosen],[^not chosen]
PYJl,EmployeeANDFreelance,Data Visualization Designer,6-10,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,5 hours or less,5 hours or less,11–20 hours,5 hours or less,[^not chosen],[^not chosen]
RsjV,Employee,Product Designer,1-5,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],31–40 hours,5 hours or less,5 hours or less,6–10 hours,11–20 hours,None,None,[^not chosen]
begn,Employee,Report Developer,1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,11–20 hours,5 hours or less,None,6–10 hours,None,None,[^not chosen]
dWOf,Employee,UX Designer,Less than 1 year,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,5 hours or less,5 hours or less,6–10 hours,6–10 hours,None,[^not chosen],[^not chosen]
NNwn,EmployeeAND,Data Visualization Lead,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,6–10 hours,5 hours or less,6–10 hours,11–20 hours,5 hours or less,5 hours or less,Meetings; Planning; Expectation Management and Alignment
fxfn,Employee,CEO,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],51–60 hours,5 hours or less,5 hours or less,5 hours or less,6–10 hours,5 hours or less,6–10 hours,[^not answered]
gkod,Hobbyist,Unemployed,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,6–10 hours,5 hours or less,6–10 hours,11–20 hours,None,None,[^not chosen]
oypk,Employee,Software Engineer,1-5,2,x,[^not chosen],x,[^not chosen],[^not chosen],21–30 hours,5 hours or less,5 hours or less,None,11–20 hours,6–10 hours,[^not chosen],[^not chosen]
DSNl,Student,Design Consultant,Less than 1 year,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],20 hours or less,5 hours or less,5 hours or less,5 hours or less,6–10 hours,5 hours or less,5 hours or less,Compiling data visualizations and other process work into a presentable format (ie PDF presentation slides)
jDSV,EmployeeANDFreelanceAND,Data Manager / Dashboard Developer,1-5,2,[^not chosen],[^not chosen],x,x,[^not chosen],51–60 hours,11–20 hours,5 hours or less,5 hours or less,11–20 hours,None,6–10 hours,Meeting/communicating with teammates (7-8 hours) and stakeholders (2-3 hours); documenting processes; attending trainings
WppR,Employee,Digital Community Engagement Officer,1-5,2,x,x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,5 hours or less,5 hours or less,None,None,5 hours or less,None,[^not chosen]
NGlK,Employee,Data Visualization/Business Intelligence Analyst,1-5,2,x,x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,None,5 hours or less,5 hours or less,11–20 hours,5 hours or less,None,[^not chosen]
KqpA,Employee,Analyst,6-10,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],31–40 hours,6–10 hours,5 hours or less,5 hours or less,11–20 hours,None,5 hours or less,"Quality assurance, visualization and storytelling review"
qBRs,FreelanceAND,Data Analyst,1-5,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],20 hours or less,5 hours or less,5 hours or less,5 hours or less,6–10 hours,6–10 hours,[^not chosen],[^not chosen]
irSj,Employee,Senior Data Visualization Epidemiologist,1-5,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],41–50 hours,6–10 hours,5 hours or less,6–10 hours,6–10 hours,11–20 hours,6–10 hours,Creating data viz training materials and resources for other Teams
mcgj,Employee,Director of Assessment,6-10,2,[^not chosen],[^not chosen],x,x,[^not chosen],41–50 hours,11–20 hours,5 hours or less,None,5 hours or less,5 hours or less,[^not chosen],[^not chosen]
cLpc,Employee,Reporting and Visualisation Analyst,6-10,2,[^not chosen],x,[^not chosen],[^not chosen],Other (please specify and use semicolons (;) to separate distinct items),31–40 hours,6–10 hours,5 hours or less,5 hours or less,11–20 hours,5 hours or less,None,[^not chosen]
ENyL,Employee,"Senior Product Designer, Analytics",1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],51–60 hours,None,5 hours or less,11–20 hours,11–20 hours,11–20 hours,[^not chosen],[^not chosen]
gpKT,Employee,Senior Data Analyst,1-5,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],51–60 hours,6–10 hours,5 hours or less,None,5 hours or less,5 hours or less,None,[^not chosen]
yAxU,EmployeeAND,[^not answered],1-5,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],41–50 hours,None,5 hours or less,5 hours or less,5 hours or less,More than 30 hours,None,[^not chosen]
jojE,Employee,Senior Analytics Manager,6-10,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],31–40 hours,5 hours or less,5 hours or less,5 hours or less,5 hours or less,11–20 hours,None,[^not chosen]
mgij,EmployeeAND,Research Analyst,6-10,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],21–30 hours,21–30 hours,5 hours or less,5 hours or less,5 hours or less,None,None,[^not chosen]
DjvL,Employee,Analyst,6-10,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],41–50 hours,11–20 hours,5 hours or less,5 hours or less,5 hours or less,5 hours or less,5 hours or less,Updating dashboards
pxYj,Freelance,Information Designer,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],41–50 hours,6–10 hours,5 hours or less,6–10 hours,21–30 hours,5 hours or less,[^not chosen],[^not chosen]
ZtQL,Employee,Data Specialist,1-5,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],31–40 hours,5 hours or less,5 hours or less,6–10 hours,6–10 hours,5 hours or less,[^not chosen],[^not chosen]
pMVD,Freelance,Data Visualization Designer,6-10,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],31–40 hours,5 hours or less,5 hours or less,5 hours or less,21–30 hours,5 hours or less,[^not chosen],[^not chosen]
